order,Distr_ID,Gub_ID,Name_RU,Name_ENG,prov_RU,prov_ENG,district_uk,state_uk
736,486,52,Купянский,Kupianskii,Харьковская губерния,Kharkov governorate,Куп'янський повіт,Харківська губернія
737,499,54,Новомосковский,Novomoskovskii,Екатеринославская губерния,Ekaterinoslav governorate,Новомосковський повіт,Катеринославська губернія
738,504,54,Бахмутский,Bakhmutskii,Екатеринославская губерния,Ekaterinoslav governorate,Бахмутський повіт,Катеринославська губернія
739,505,54,Славяносербский,Slavianoserbskii,Екатеринославская губерния,Ekaterinoslav governorate,Слов'яносербський повіт,Катеринославська губернія
740,511,55,Касимовский,Kasimovskii,Рязанская губерния,Ryazan governorate,Касимовський повіт,Рязанська губернія
741,513,55,Пронский,Pronskii,Рязанская губерния,Ryazan governorate,Пронський повіт,Рязанська губернія
742,514,55,Спасский,Spasskii,Рязанская губерния,Ryazan governorate,Спаський повіт,Рязанська губернія
743,516,55,Сапожковский,Sapozhkovskii,Рязанская губерния,Ryazan governorate,Сапожківський повіт,Рязанська губернія
744,517,55,Раненбургский,Ranenburgskii,Рязанская губерния,Ryazan governorate,Раненбурзький повіт,Рязанська губернія
745,519,56,Липецкий,Lipetskii,Тамбовская губерния,Tambov governorate,Липецький повіт,Тамбовська губернія
746,523,56,Темниковский,Temnikovskii,Тамбовская губерния,Tambov governorate,Темніковський повіт,Тамбовська губернія
747,524,56,Шацкий,Shatskii,Тамбовская губерния,Tambov governorate,Шацький повіт,Тамбовська губернія
748,529,56,Тамбовский,Tambovskii,Тамбовская губерния,Tambov governorate,Тамбовський повіт,Тамбовська губернія
749,534,57,Коротоякский,Korotoiakskii,Воронежская губерния,Voronezh governorate,Коротояцький повіт,Воронезька губернія
750,537,57,Павловский,Pavlovskii,Воронежская губерния,Voronezh governorate,Павловський повіт,Воронезька губернія
751,544,58,Донской 2-й,Donskoi 2-I,Земля войска Донского,Don Cossack host lands,Донський 2-й округ,Земля війська Донського
752,551,58,Донской 1-й,Donskoi 1-I,Земля войска Донского,Don Cossack host lands,Донський 1-й округ,Земля війська Донського
753,632,72,Ставропольский,Stavropolskii,Ставропольская губерния,Stavropol governorate,Ставропольський повіт,Ставропольська губернія
754,555,59,Кавказский,Kavkazskii,Кубанская область,Kuban region,Кавказький повіт,Кубанська область
755,561,60,Сочинский,Sochinskii,Черноморская губерния,Black Sea governorate,Сочинський повіт,Чорноморська губернія
756,570,62,Батумский,Batumskii,Кутаисская  губерния вкл. Сухумский округ,Kutaisi governorate incl. Sukhumi district,Батумський повіт,Кутаїська губернія вкл. Сухумський округ
757,581,65,Нахичеванский,Nakhichevanskii,Эриванская губерния,Erevan governorate,Нахічеванський повіт,Еріванська губернія
758,584,66,Джебраильский,Dzhebrailskii,Елисаветпольская губерния,Elisabethpol governorate,Джебраїльський повіт,Єлисаветпільська губернія
759,585,66,Шушинский,Shushinskii,Елисаветпольская губерния,Elisabethpol governorate,Шушинський повіт,Єлисаветпільська губернія
760,595,67,Шемахинский,Shemakhinskii,Бакинская губерния,Baku governorate,Шемахінський повіт,Бакинська губернія
761,602,69,Даргинский,Darginskii,Дагестанская область,Dagestan region,Даргінський повіт,Дагестанська область
762,613,70,Борчалинский,Borchalinskii,Тифлисская губерния вкл. Закатальский округ,Tiflis governorate incl. Zakatalskii district,Борчалинський повіт,Тифліська губернія вкл. Закатальський округ
763,631,72,Александровский,Aleksandrovskii,Ставропольская губерния,Stavropol governorate,Олександрівський повіт,Ставропольська губернія
764,639,73,Саранский,Saranskii,Пензенская губерния,Penza governorate,Саранський повіт,Пензенська губернія
765,678,77,Кузнецкий,Kuznetskii,Саратовская губерния,Saratov governorate,Кузнецький повіт,Саратівська губернія
766,645,73,Чембарский,Chembarskii,Пензенская губерния,Penza governorate,Чембарський повіт,Пензенська губернія
767,647,74,Балахнинский,Balakhninskii,Нижегородская губерния,Nizhny Novgorod governorate,Балахнінський повіт,Нижегородська губернія
768,650,74,Васильсурский,Vasilsurskii,Нижегородская губерния,Nizhny Novgorod governorate,Васильсурський повіт,Нижегородська губернія
769,655,74,Княгининский,Kniagininskii,Нижегородская губерния,Nizhny Novgorod governorate,Княгинінський повіт,Нижегородська губернія
770,662,75,Цивильский,Tsivilskii,Казанская губерния,Kazan governorate,Цивільський повіт,Казанська губернія
771,696,79,Ставропольский,Stavropolskii,Самарская губерния,Samara governorate,Ставропольський повіт,Самарська губернія
772,664,75,Спасский,Spasskii,Казанская губерния,Kazan governorate,Спаський повіт,Казанська губернія
773,670,76,Курмыжский,Kurmyzhskii,Симбирская губерния,Simbirsk governorate,Курмизький повіт,Симбірська губернія
774,673,76,Буинский,Buinskii,Симбирская губерния,Simbirsk governorate,Буїнський повіт,Симбірська губернія
775,676,76,Сенгилеевский,Sengileevskii,Симбирская губерния,Simbirsk governorate,Сенгілєєвський повіт,Симбірська губернія
776,681,77,Саратовский,Saratovskii,Саратовская губерния,Saratov governorate,Саратовський повіт,Саратівська губернія
777,684,77,Камышинский,Kamyshinskii,Саратовская губерния,Saratov governorate,Камишинський повіт,Саратівська губернія
778,695,79,Николаевский,Nikolaevskii,Самарская губерния,Samara governorate,Миколаївський повіт,Самарська губернія
779,698,79,Бугульминский,Bugulminskii,Самарская губерния,Samara governorate,Бугульмінський повіт,Самарська губернія
780,699,79,Бузулукский,Buzulukskii,Самарская губерния,Samara governorate,Бузулуцький повіт,Самарська губернія
781,704,81,Уральский,Uralskii,Уральская область,Ural region,Уральський повіт,Уральська область
782,709,82,Белебеевский,Belebeevskii,Уфимская губерния,Ufa governorate,Білебеївський повіт,Уфімська губернія
783,715,83,Орский,Orskii,Оренбургская губерния,Orenburg governorate,Орський повіт,Оренбурзька губернія
784,710,82,Стерлитамакский,Sterlitamakskii,Уфимская губерния,Ufa governorate,Стерлітамацький повіт,Уфімська губернія
785,711,82,Уфимский,Ufimskii,Уфимская губерния,Ufa governorate,Уфімський повіт,Уфімська губернія
786,712,82,Златоустовский,Zlatoustovskii,Уфимская губерния,Ufa governorate,Золотоустовський повіт,Уфімська губернія
787,713,82,Бирский,Birskii,Уфимская губерния,Ufa governorate,Бірський повіт,Уфімська губернія
788,714,83,Оренбургский,Orenburgskii,Оренбургская губерния,Orenburg governorate,Оренбурзький повіт,Оренбурзька губернія
789,716,83,Верхнеуральский,Verkhneuralskii,Оренбургская губерния,Orenburg governorate,Верхньоуральський повіт,Оренбурзька губернія
790,791,97,Кустанайский,Kustanaiskii,Тургайская область,Turgay region,Кустанайський повіт,Тургайська область
791,718,83,Челябинский,Cheliabinskii,Оренбургская губерния,Orenburg governorate,Челябінський повіт,Оренбурзька губернія
792,719,84,Шадринский,Shadrinskii,Пермская губерния,Perm governorate,Шадрінський повіт,Пермська губернія
793,720,84,Камышловский,Kamyshlovskii,Пермская губерния,Perm governorate,Камишловський повіт,Пермська губернія
794,722,84,Верхотурский,Verkhoturskii,Пермская губерния,Perm governorate,Верхотурський повіт,Пермська губернія
795,724,84,Соликамский,Solikamskii,Пермская губерния,Perm governorate,Солікамський повіт,Пермська губернія
796,726,84,Оханский,Okhanskii,Пермская губерния,Perm governorate,Оханський повіт,Пермська губернія
797,725,84,Пермский,Permskii,Пермская губерния,Perm governorate,Пермський повіт,Пермська губернія
798,727,84,Осинский,Osinskii,Пермская губерния,Perm governorate,Осинський повіт,Пермська губернія
799,728,84,Кунгурский,Kungurskii,Пермская губерния,Perm governorate,Кунгурський повіт,Пермська губернія
800,729,84,Красноуфимский,Krasnoufimskii,Пермская губерния,Perm governorate,Красноуфимський повіт,Пермська губернія
801,735,85,Тюкалинский,Tiukalinskii,Тобольская губерния,Tobolsk governorate,Тюкалінський повіт,Тобольська губернія
802,794,98,Омский,Omskii,Акмолинская область,Akmola region,Омський повіт,Акмолінська область
803,793,98,Петропавловский,Petropavlovskii,Акмолинская область,Akmola region,Петропавлівський повіт,Акмолінська область
804,736,85,Ишимский,Ishimskii,Тобольская губерния,Tobolsk governorate,Ішимський повіт,Тобольська губернія
805,737,85,Курганский,Kurganskii,Тобольская губерния,Tobolsk governorate,Курганський повіт,Тобольська губернія
806,738,85,Ялуторовский,Ialutorovskii,Тобольская губерния,Tobolsk governorate,Ялуторівський повіт,Тобольська губернія
807,747,86,Красноярский,Krasnoiarskii,Енисейская губерния,Enisei governorate,Красноярський повіт,Єнісейська губернія
808,755,87,Змеиногорский,Zmeinogorskii,Томская губерния,Tomsk governorate,Зміїногорський повіт,Томська губернія
809,767,90,Нерчинский,Nerchinskii,Забайкальская область,Transbaikal region,Нерчинський повіт,Забайкальська область
810,770,90,Баргузинский,Barguzinskii,Забайкальская область,Transbaikal region,Баргузинський повіт,Забайкальська область
811,772,91,Верхоленский,Verkholenskii,Иркутская губерния,Irkutsk governorate,Верхоленський повіт,Іркутська губернія
812,809,101,Аулиеатинский,Aulieatinskii,Сырдарьинская область,Syr-Darya region,Аулієатинський повіт,Сирдар'їнська область
813,811,101,Перовский,Perovskii,Сырдарьинская область,Syr-Darya region,Перовський повіт,Сирдар'їнська область
814,814,101,Ташкентский,Tashkentskii,Сырдарьинская область,Syr-Darya region,Ташкентський повіт,Сирдар'їнська область
815,820,103,Хива,Khiva,Хива,Khiva,Хіва,Хіва
816,821,104,Ходжентский,Khodzhentskii,Самаркандская область,Samarkand region,Ходжентський повіт,Самаркандська область
817,826,106,Наманганский,Namanganskii,Ферганская область,Fergana region,Наманганський повіт,Ферганська область
818,829,106,Скобелевский,Skobelevskii,Ферганская область,Fergana region,Скобелевський повіт,Ферганська область
819,831,2,Петергофский,Petergofskii,Санкт-Петербургская губерния,St. Petersburg governorate,Петергофський повіт,Санкт-Петербурзька губернія
820,832,2,Петроградский,Petrogradskii,Санкт-Петербургская губерния,St. Petersburg governorate,Петроградський повіт,Санкт-Петербурзька губернія
821,836,15,Кадниковский,Kadnikovskii,Вологодская губерния,Vologda governorate,Кадніковський повіт,Вологодська губернія
822,837,15,Грязовецкий,Griazovetskii,Вологодская губерния,Vologda governorate,Грязовецький повіт,Вологодська губернія
823,692,78,Царевский,Tsarevskii,Астраханская губерния,Astrakhan governorate,Царевський повіт,Астраханська губернія
824,846,78,Внутренняя Киргизская орда,Vnutrenniaia Kirgizskaia Orda,Астраханская губерния,Astrakhan governorate,Внутрішня Киргизька орда,Астраханська губернія
